,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
filename,overall adjusted,overall,1572854081598,1572854085128,1572854189542,1572854205184,1572854207527,1572854222108,1572854223515,1572854231324,1572854249581,1572854262820,1572854290961,1572854295590,1572854312429,1572854334800,1572854354769,1572854370450,1572854401720,1572854457149,1572854464351,1572854511291,1572854529555,1572854539011,1572854571040,1572854626996,1572854644747,1572854660953,1572854689797,1572854690543,1572854720521,1572854736327,1572854830523,1572854871186,1572854873709,1572854914794,1572854941497,1572854960488,1572854968324,1572854999474,1572855065688,1572855105501,1572855108390,1572855113018,1572855161828,1572855196493,1572855236178,1572855276881,1572855386368,1572855425045,1572855484774,1572855495228,1572855601089,1572855700071,1572855736077,1572855949771,1572855962162,1572855968912,1572856048901,1572856076287,1572856141409,1572856188313,1572856215772,1572856222635,1572856330209,1572856361822,1572856385464,1572856391110,1572856455065,1572856567390,1572856662226,1572856782349,1572856788154,1572856853588,1572857350463,1572857500436
MTurkID,,,AX7P4UZM33QPO,ABCC9UHCLS2PJ,A2A5TPFUI0S36V,A1HZXKVQSWNKRA,AFRSASN33QBC3,A3AB75C52RFN34,A19ZA4GG7S0BKI,A3H53HX4RUV7HZ,A1OKCTS4L623XN,A38R689MVZST8Q,A2PU5BM2YXFQQS,AX4U4ZJJQKKMS,A22A52DRIIEV6K,A13VEEU1DPKKOU,ATMD452KBHND8,ACI8PUCF5OPDC,A8WWSKUYQ4X5N,A1WQYLPA6VWN0Z,A30VOAZX8XTNGW,A1YGG7LBCMRPO1,A3G991Y0PG5BIC,A3DTPGXKABAFEJ,A17LF7GCAFYMSL,A38ILUORAQ7EJ0,A1G10UPKNT2YEX,A39N0WW02VT0MB,A26MN6JIKD4NXU,A8TGE09ODEBAA,A3W1M37EJKYIZI,A31681CCEVDIH3,A198QA1OQBUJV1,A1ZMSZ4SOJYLMX,A5DYCKQZA0XYQ,A2JSIDRTDGDC7T,A34X7ZCR1JY139,AQ3VIKA164ZFO,A2GQGYKPLKQGSZ,A2PVZDPID5909B,A30KYQGABO7JER,APVWMP5952IOY,A12670EBDZSIOV,A1ZZINLCZZYOH4,AV9UE5LJ0SW4R,A39XLBFLSTLS,A2C59WG3U48S6O,A20NUGCPGHLZGD,A1TW60NCALLP12,ATTNJ2IHS8MH8,A134M46ZP1H02D,A3L3QOG7X0242,AAAL4RENVAPML,A3P04JZJNOYILR,AAAL4RENVAPML,A1QJFM0T6PHFD2,A1DXYZ9EW2R6DT,A34FN7NR8AALJ8,A1I3QYJJU5ACFR,A28QUR0QYD2WI7,A32UG2P47Y7M1A,A3S32CV186WQOJ,A2HT7KQ1UCUIYF,A3Q45FR4WZRQFG,A16JMJHOUC2MGE,A1EA65VORB7TPU,A2A1E85FL1JAB9,A2RIHHUYGMTISF,A2K0ZIL8MS0N3E,A2MBW6JMMTNTU,A3DKFBFK3FA3MA,A267H808C339ZQ,A38F8U7SZ7CE1Y,ADTCVKEB24H8T,AFUUPNBIKHRFZ,A37O5SYY9VWSPY
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.12048441,-0.07055756,0.2741570899,1.438102588,37.94477897,-1.005272506,-17.81090934,-11.87104015,-0.2811279453,1.123786877,-5.932986306,-0.986176761,-0.2757033612,-25.51647414,12.17480911,0.5850332098,6.430512661,0.446018405,0.6385489593,1.384079431,6.705043316,0.8208926426,-6.712646638,1.314888018,0.5132772304,-1.313147301,-0.901699563,-36.48117711,-1.130657443,0.3502495665,-23.41772596,5.584340833,6.499048756,-0.5957069691,5.863152194,1.225633529,-12.63257611,7.456387949,0.6670549738,0.7332135113,6.384849224,-0.5433275488,-1.159068018,-25.5164741,-0.6242705865,0.02863593041,-6.430512653,-6.430512653,-24.18260296,-6.860121957,-18.92735362,0.26856962,-0.8678359045,1.940485588,-0.03544896528,-17.10087563,-6.77593863,-0.6526322959,-11.61740826,0.5096560082,-17.10184082,-5.869947489,0.1191514816,-11.88978628,12.16345639,6.384849224,1.134730058,-23.61360982,18.8753101,-11.58441773,-12.25806595,0.5510367194,6.878793569,-28.72543712,-0.6800796194,0.8812966024
3,0.36768567,0.35859192,0.276974742,-0.411296818,19.01742535,-0.3565069615,6.708654974,5.911220442,-0.2837553945,-11.45370354,11.87226789,-0.5570686189,0.3089136255,-12.63257613,6.621949202,0.5818256246,36.72238775,-6.698614959,18.43321236,1.377870186,12.43240098,1.099100747,-6.672310928,0.5015935446,0.2479659239,-1.964823976,-0.3473375696,1.55E-16,-1.250970133,0.6284265832,6.672310926,6.698699835,57.32772568,-12.02224367,5.827703229,1.256765039,-31.55992973,7.419919385,0.3343851436,-0.7175118828,25.31220284,0.002936451011,1.073106723,6.294777495,0.5997217021,1.218901911,6.227557068,12.21918633,5.90743393,-0.8658953573,-25.31220284,-0.007698145235,-1.803664881,7.464339258,-11.65080679,-5.672540869,6.390260627,6.474025006,11.51398747,1.008225935,5.796461865,11.65284111,2.354430485,-24.08373573,12.75013791,25.31220284,6.98569433,5.83306811,-11.61386908,-17.57587619,11.99877382,0.5509934108,30.5027941,-11.42172047,11.39278518,2.324547002
4,-0.07277367,-0.05326073,-0.3154402885,1.017694541,31.61511358,-1.111523807,-5.866830045,-5.38E-16,-0.5943366926,1.123644936,-17.55200028,0.4291081422,-0.9424302112,-6.302910731,-0.0301018133,0.5720625991,6.430512661,-0.01155946163,12.74685401,-0.8265878783,1.037350476,0.2985917128,-5.992231309,0.8919060617,-0.004562080066,-0.9014717659,-0.5906364734,-30.29187509,-1.217429564,1.218946212,-29.44667793,-5.548618669,12.88389798,-0.4291081426,13.17515633,-0.389517375,6.384849224,5.577517166,0.01604016023,-0.7531135125,12.71451462,-0.5133863003,-1.123761719,-19.01742534,0.05483179362,-0.879837519,-4.99E-16,-7.33E-17,-24.22293867,-1.358653149,-31.81125155,0.5470001956,-1.215651648,0.8557052883,-5.890862745,-11.35871905,-0.9618670798,0.6171833305,-5.748221748,1.899362089,-22.96747468,5.758572314,-5.561131499,-5.832196535,-5.748076788,12.71451462,6.98569433,-5.826635891,12.18048929,5.939513753,6.012459934,0.827473132,6.19871395,-17.11247192,-0.6397439089,0.9128731951
5,0.84428437,0.75003631,0.53097304,0.301274902,44.32962819,0.006460601467,18.83082715,17.9489502,-0.5541192781,7.333913501,2.75E-16,23.70776632,0.2968640951,18.92735362,-0.4222834005,-0.3140870542,30.65213545,11.87141864,30.04103446,-0.3073893967,-6.197743882,0.8424854483,29.44667793,2.3259665,0.2595112883,0.4193490437,-0.5733623464,-6.227557068,0.341958295,1.564669985,-5.833068109,6.274083334,31.8112516,6.860203944,7.13296782,1.255920107,-37.94477896,7.415773067,-0.9119019892,-0.3493234014,44.32962822,0.2875517395,1.659871475,31.81125156,1.318737433,1.796816643,24.2216228,36.4811771,-17.51029204,0.9978861413,12.63257611,0.5137417396,6.005961554,-0.2290750125,7.184864152,6.474025005,0.4151626108,23.57490064,13.28630229,18.8381421,-11.35965258,18.44131735,1.009379283,17.78422998,5.703065726,44.32962822,0.5673650318,11.82529942,11.52785699,5.939513753,30.24031695,0.2764889789,24.59337816,0.5673650305,17.99017181,2.22596451
6,-0.07352365,-0.05892382,0.8173166034,1.881373512,12.71451462,-1.616034012,-11.77926472,-5.99259806,-1.602111683,1.663925747,-11.68555047,-1.152775589,0.009639285644,-19.01742539,0.9708710219,1.626701883,6.430512661,-0.8351103031,1.174385666,1.030313257,0.5072994343,0.8152691777,-6.032567019,-11.06499327,-0.009895739295,-2.002667027,-1.621557834,-24.22162279,-0.4492900684,0.378039643,-17.51029203,7.697106418,19.21356337,0.557068619,7.097518855,0.3562764507,-6.329665394,7.45629033,0.3393249979,0.3409178984,19.01742534,-0.5335675254,-0.4998383289,-12.63257612,-0.277960794,-0.4161504475,-2.99E-16,1.87E-16,-23.54285905,-12.41974792,-12.59768822,0.0003539678078,-1.30778236,1.369833596,-17.52211023,-22.96651559,-1.092316516,-0.6171833305,5.703700596,0.5490516198,5.899174117,11.6125054,1.429512,-18.04177187,-11.61723178,19.01742534,6.484947942,-17.58465785,11.56330595,-23.45373489,-6.069405424,-0.004726463876,6.919129279,-22.85771515,0.04033571006,0.8313211259
7,0.53488493,0.48333555,0.8575504793,1.341337884,50.82867695,-0.3608940399,6.028575355,11.8304461,-0.01229646181,-5.732155118,1.19E-16,0.5957069694,3.49E-06,12.59768823,1.054140106,0.01370558616,18.64969899,0.4339989672,24.1754006,0.002395357765,0.01926766448,0.5686984586,23.41772596,0.9014270383,-0.2606583106,0.009180532172,-0.6048768369,-18.20781351,-1.251810504,0.3242289015,-11.659704,7.570131772,38.11416232,-6.303135325,6.480335524,1.252386548,-25.23026434,5.649904437,-0.5963832151,-0.694181534,37.94477896,-0.0006838171783,1.691264559,25.31220286,0.5842026504,4.48E-05,18.20781352,24.22162279,-23.50252334,-0.02786882806,-6.294777506,0.5253628012,0.5019408378,0.3415769809,0.6171833305,5.821392709,-0.0489480481,12.14656587,12.12792842,1.432671896,-5.673294227,18.44131735,1.419954804,11.75601074,11.5370496,37.94477896,6.98569433,11.86563513,12.79767262,-11.58441773,23.9830749,0.7915398759,36.53298802,-5.741811862,12.11320051,1.901858447
8,0.8298483,0.70826902,0.01073352932,-0.04785937269,25.31220285,6.009641296,6.668319264,11.8304461,-0.5436264572,13.05794639,11.87226789,12.09004707,-0.8489620562,25.31220285,-1.465346946,0.5448996101,42.91168977,0.7732856197,0.1027122523,0.3569217732,-0.5300510422,0.5739861082,5.833068109,2.253697536,0.2644505455,1.317063313,0.3066155296,6.430512653,11.45178272,1.544136336,5.992231307,5.622230696,50.82867697,12.57931229,-17.31402284,0.9281046146,12.88389798,6.633090812,0.02210038741,1.200849512,-6.499048715,0.2489165532,12.82204389,12.59768821,-0.003069405694,2.370166024,36.48117711,18.20781351,11.9363859,-0.4258898856,6.302910718,-0.2755835865,11.5671308,13.01154324,13.07018585,7.091208335,11.94585921,29.4405406,12.64919895,1.387726276,6.970847531,12.29258502,-11.11943442,-11.88978628,13.34425902,-6.499048715,7.486440726,12.54571475,12.83312158,5.939513753,30.24031695,0.5420336179,6.23904966,1.134730061,11.43312089,0.8063438065
